region,category,parameter,mode,powertrain,year,unit,value
Japan,Historical,EV stock share,Cars,EV,2019,percent,0.4000000059604645
Japan,Historical,EV sales share,Cars,EV,2019,percent,0.75
Japan,Historical,EV stock share,Buses,EV,2019,percent,0.02500000037252903
Japan,Historical,EV sales share,Vans,EV,2019,percent,0.07500000298023224
Japan,Historical,EV stock share,Vans,EV,2019,percent,0.08900000154972076
Japan,Historical,EV sales,Cars,BEV,2019,sales,21000
Japan,Historical,EV stock,Vans,BEV,2019,stock,8700
Japan,Historical,EV sales,Buses,BEV,2019,sales,8
Japan,Historical,EV stock,Buses,BEV,2019,stock,47
Japan,Historical,EV sales,Vans,BEV,2019,sales,520
Japan,Historical,EV sales share,Buses,EV,2019,percent,0.05900000035762787
Japan,Historical,EV stock,Cars,BEV,2019,stock,120000
Japan,Historical,EV stock,Cars,PHEV,2019,stock,140000
Japan,Historical,EV sales,Cars,PHEV,2019,sales,18000
Japan,Historical,EV sales,Cars,PHEV,2020,sales,15000
Japan,Historical,EV stock,Cars,PHEV,2020,stock,160000
Japan,Historical,EV stock,Cars,BEV,2020,stock,140000
Japan,Historical,EV sales,Vans,BEV,2020,sales,1200
Japan,Historical,EV stock,Buses,BEV,2020,stock,57
Japan,Historical,EV sales,Buses,BEV,2020,sales,10
Japan,Historical,EV stock,Vans,BEV,2020,stock,9900
Japan,Historical,EV sales,Cars,BEV,2020,sales,15000
Japan,Historical,EV stock share,Vans,EV,2020,percent,0.10000000149011612
Japan,Historical,EV sales share,Vans,EV,2020,percent,0.1899999976158142
Japan,Historical,EV stock share,Buses,EV,2020,percent,0.03200000151991844
Japan,Historical,EV sales share,Buses,EV,2020,percent,0.10999999940395355
Japan,Historical,EV sales share,Cars,EV,2020,percent,0.6399999856948853
Japan,Historical,EV stock share,Cars,EV,2020,percent,0.46000000834465027
Japan,Historical,EV charging points,EV,Publicly available fast,2020,charging points,7900
Japan,Historical,EV charging points,EV,Publicly available slow,2020,charging points,22000
Japan,Historical,EV charging points,EV,Publicly available fast,2021,charging points,8000
Japan,Historical,EV charging points,EV,Publicly available slow,2021,charging points,21000
Japan,Historical,EV stock share,Cars,EV,2021,percent,0.5299999713897705
Japan,Historical,EV sales share,Cars,EV,2021,percent,1
Japan,Historical,EV stock share,Buses,EV,2021,percent,0.03200000151991844
Japan,Historical,EV sales share,Vans,EV,2021,percent,0.15000000596046448
Japan,Historical,EV stock share,Vans,EV,2021,percent,0.10999999940395355
Japan,Historical,EV sales,Cars,BEV,2021,sales,22000
Japan,Historical,EV stock,Vans,BEV,2021,stock,11000
Japan,Historical,EV stock,Buses,BEV,2021,stock,57
Japan,Historical,EV sales,Vans,BEV,2021,sales,890
Japan,Historical,EV stock,Cars,BEV,2021,stock,160000
Japan,Historical,EV stock,Cars,PHEV,2021,stock,180000
Japan,Historical,EV sales,Cars,PHEV,2021,sales,23000
Korea,Historical,EV stock share,Cars,EV,2010,percent,0.00039999998989515007
Korea,Historical,EV sales share,Cars,EV,2010,percent,0.004999999888241291
Korea,Historical,EV sales share,Buses,EV,2010,percent,0.0071000000461936
Korea,Historical,EV stock share,Buses,EV,2010,percent,0.0003000000142492354
Korea,Historical,EV sales,Cars,BEV,2010,sales,61
Korea,Historical,EV stock,Cars,BEV,2010,stock,61
Korea,Historical,EV stock,Buses,BEV,2010,stock,5
Korea,Historical,EV sales,Buses,BEV,2010,sales,5
Korea,Historical,EV sales,Buses,BEV,2011,sales,4
Korea,Historical,EV stock,Buses,BEV,2011,stock,9
Korea,Historical,EV stock,Cars,BEV,2011,stock,340
Korea,Historical,EV sales,Cars,BEV,2011,sales,270
Korea,Historical,EV stock share,Buses,EV,2011,percent,0.0005699999746866524
Korea,Historical,EV sales share,Buses,EV,2011,percent,0.005499999970197678
Korea,Historical,EV sales share,Cars,EV,2011,percent,0.023000000044703484
Korea,Historical,EV stock share,Cars,EV,2011,percent,0.002199999988079071
Korea,Historical,EV stock share,Cars,EV,2012,percent,0.00559999980032444
Korea,Historical,EV sales share,Cars,EV,2012,percent,0.04100000113248825
Korea,Historical,EV sales share,Buses,EV,2012,percent,0.003100000089034438
Korea,Historical,EV stock share,Buses,EV,2012,percent,0.0007300000288523734
Korea,Historical,EV sales,Cars,BEV,2012,sales,510
Korea,Historical,EV stock,Cars,BEV,2012,stock,850
Korea,Historical,EV stock,Buses,BEV,2012,stock,11
Korea,Historical,EV sales,Buses,BEV,2012,sales,2
Korea,Historical,EV sales,Buses,BEV,2013,sales,6
Korea,Historical,EV stock,Buses,BEV,2013,stock,17
Korea,Historical,EV stock,Cars,BEV,2013,stock,1400
Korea,Historical,EV sales,Cars,BEV,2013,sales,600
Korea,Historical,EV stock share,Buses,EV,2013,percent,0.0012000000569969416
Korea,Historical,EV sales share,Buses,EV,2013,percent,0.008999999612569809
Korea,Historical,EV sales share,Cars,EV,2013,percent,0.04800000041723251
Korea,Historical,EV stock share,Cars,EV,2013,percent,0.00930000003427267
Korea,Historical,EV stock share,Cars,EV,2014,percent,0.017000000923871994
Korea,Historical,EV sales share,Cars,EV,2014,percent,0.09300000220537186
Korea,Historical,EV sales share,Buses,EV,2014,percent,0.004800000227987766
Korea,Historical,EV stock share,Buses,EV,2014,percent,0.001500000013038516
Korea,Historical,EV sales,Cars,BEV,2014,sales,1300
Korea,Historical,EV stock,Cars,BEV,2014,stock,2700
Korea,Historical,EV stock,Buses,BEV,2014,stock,20
Korea,Historical,EV sales,Buses,BEV,2014,sales,3
Korea,Historical,EV sales,Buses,BEV,2015,sales,2
Korea,Historical,EV stock,Buses,BEV,2015,stock,22
Korea,Historical,EV sales,Vans,BEV,2015,sales,18
Korea,Historical,EV stock,Cars,BEV,2015,stock,5800
Korea,Historical,EV stock,Vans,BEV,2015,stock,18
Korea,Historical,EV sales,Cars,PHEV,2015,sales,250
Korea,Historical,EV sales,Cars,BEV,2015,sales,3100
Korea,Historical,EV stock,Cars,PHEV,2015,stock,250
Korea,Historical,EV stock share,Buses,EV,2015,percent,0.0017999999690800905
Korea,Historical,EV sales share,Buses,EV,2015,percent,0.002899999963119626
Korea,Historical,EV sales share,Cars,EV,2015,percent,0.2199999988079071
Korea,Historical,EV sales share,Vans,EV,2015,percent,0.010999999940395355
Korea,Historical,EV stock share,Cars,EV,2015,percent,0.035999998450279236
Korea,Historical,EV stock share,Vans,EV,2015,percent,0.0008999999845400453
Korea,Historical,EV stock share,Vans,EV,2016,percent,0.0017000000225380063
Korea,Historical,EV sales share,Vans,EV,2016,percent,0.009399999864399433
Korea,Historical,EV sales share,Cars,EV,2016,percent,0.33000001311302185
Korea,Historical,EV stock share,Cars,EV,2016,percent,0.06499999761581421
Korea,Historical,EV sales share,Buses,EV,2016,percent,0.04699999839067459
Korea,Historical,EV stock share,Buses,EV,2016,percent,0.004600000102072954
Korea,Historical,EV stock,Cars,PHEV,2016,stock,580
Korea,Historical,EV sales,Cars,BEV,2016,sales,4700
Korea,Historical,EV sales,Cars,PHEV,2016,sales,330
Korea,Historical,EV stock,Vans,BEV,2016,stock,32
Korea,Historical,EV stock,Cars,BEV,2016,stock,10000
Korea,Historical,EV charging points,EV,Publicly available fast,2016,charging points,920
Korea,Historical,EV charging points,EV,Publicly available slow,2016,charging points,1100
Korea,Historical,EV sales,Vans,BEV,2016,sales,14
Korea,Historical,EV stock,Buses,BEV,2016,stock,52
Korea,Historical,EV sales,Buses,BEV,2016,sales,30
Korea,Historical,EV stock,Buses,BEV,2017,stock,52
Korea,Historical,EV charging points,EV,Publicly available fast,2017,charging points,3300
Korea,Historical,EV charging points,EV,Publicly available slow,2017,charging points,10000
Korea,Historical,EV stock,Cars,BEV,2017,stock,24000
Korea,Historical,EV stock,Vans,BEV,2017,stock,32
Korea,Historical,EV sales,Cars,PHEV,2017,sales,670
Korea,Historical,EV sales,Cars,BEV,2017,sales,14000
Korea,Historical,EV stock,Cars,PHEV,2017,stock,1300
Korea,Historical,EV stock share,Buses,EV,2017,percent,0.004900000058114529
Korea,Historical,EV stock share,Cars,EV,2017,percent,0.15000000596046448
Korea,Historical,EV sales share,Cars,EV,2017,percent,0.9399999976158142
Korea,Historical,EV stock share,Vans,EV,2017,percent,0.0017000000225380063
Korea,Historical,EV stock share,Vans,EV,2018,percent,0.017000000923871994
Korea,Historical,EV sales share,Cars,EV,2018,percent,3.799999952316284
Korea,Historical,EV sales share,Vans,EV,2018,percent,0.20000000298023224
Korea,Historical,EV stock share,Cars,EV,2018,percent,0.3400000035762787
Korea,Historical,EV stock share,Buses,EV,2018,percent,0.00989999994635582
Korea,Historical,EV sales share,Buses,EV,2018,percent,0.07599999755620956
Korea,Historical,EV stock,Cars,PHEV,2018,stock,5600
Korea,Historical,EV sales,Cars,BEV,2018,sales,55000
Korea,Historical,EV sales,Cars,PHEV,2018,sales,4400
Korea,Historical,EV stock,Vans,BEV,2018,stock,330
Korea,Historical,EV stock,Cars,BEV,2018,stock,55000
Korea,Historical,EV charging points,EV,Publicly available fast,2018,charging points,5200
Korea,Historical,EV charging points,EV,Publicly available slow,2018,charging points,22000
Korea,Historical,EV stock,Buses,BEV,2018,stock,100
Korea,Historical,EV sales,Vans,BEV,2018,sales,300
Korea,Historical,EV sales,Buses,BEV,2018,sales,50
Korea,Historical,EV sales,Buses,BEV,2019,sales,110
Korea,Historical,EV stock,Buses,BEV,2019,stock,220
Korea,Historical,EV charging points,EV,Publicly available fast,2019,charging points,7400
Korea,Historical,EV charging points,EV,Publicly available slow,2019,charging points,37000
Korea,Historical,EV stock,Cars,BEV,2019,stock,89000
Korea,Historical,EV stock,Vans,BEV,2019,stock,1900
Korea,Historical,EV sales,Cars,PHEV,2019,sales,2700
Korea,Historical,EV sales,Cars,BEV,2019,sales,33000
Korea,Historical,EV stock,Cars,PHEV,2019,stock,8400
Korea,Historical,EV sales,Vans,BEV,2019,sales,1500
Korea,Historical,EV sales share,Buses,EV,2019,percent,0.20000000298023224
Korea,Historical,EV stock share,Buses,EV,2019,percent,0.020999999716877937
Korea,Historical,EV stock share,Cars,EV,2019,percent,0.5199999809265137
Korea,Historical,EV sales share,Vans,EV,2019,percent,0.7799999713897705
Korea,Historical,EV sales share,Cars,EV,2019,percent,2.299999952316284
Korea,Historical,EV stock share,Vans,EV,2019,percent,0.0949999988079071
Korea,Historical,EV stock share,Vans,EV,2020,percent,0.800000011920929
Korea,Historical,EV sales share,Cars,EV,2020,percent,2.5
Korea,Historical,EV sales share,Vans,EV,2020,percent,6.300000190734863
Korea,Historical,EV stock share,Trucks,EV,2020,percent,1.7000000476837158
Korea,Historical,EV stock share,Cars,EV,2020,percent,0.7099999785423279
Korea,Historical,EV stock share,Buses,EV,2020,percent,0.07699999958276749
Korea,Historical,EV sales share,Buses,EV,2020,percent,1.399999976158142
Korea,Historical,EV sales,Vans,BEV,2020,sales,15000
Korea,Historical,EV stock,Cars,PHEV,2020,stock,17000
Korea,Historical,EV sales,Cars,BEV,2020,sales,31000
Korea,Historical,EV sales,Cars,PHEV,2020,sales,8700
Korea,Historical,EV stock,Vans,BEV,2020,stock,16000
Korea,Historical,EV stock,Cars,BEV,2020,stock,120000
Korea,Historical,EV charging points,EV,Publicly available fast,2020,charging points,9800
Korea,Historical,EV charging points,EV,Publicly available slow,2020,charging points,54000
Korea,Historical,EV stock,Buses,BEV,2020,stock,920
Korea,Historical,EV stock,Trucks,BEV,2020,stock,15000
Korea,Historical,EV sales,Buses,BEV,2020,sales,700
Korea,Historical,EV sales,Buses,BEV,2021,sales,700
Korea,Historical,EV stock,Trucks,BEV,2021,stock,15000
Korea,Historical,EV stock,Buses,BEV,2021,stock,1600
Korea,Historical,EV charging points,EV,Publicly available fast,2021,charging points,15000
Korea,Historical,EV charging points,EV,Publicly available slow,2021,charging points,92000
Korea,Historical,EV stock,Cars,BEV,2021,stock,190000
Korea,Historical,EV stock,Vans,BEV,2021,stock,45000
Korea,Historical,EV sales,Cars,PHEV,2021,sales,19000
Korea,Historical,EV sales,Cars,BEV,2021,sales,72000
Korea,Historical,EV stock,Cars,PHEV,2021,stock,36000
Korea,Historical,EV sales,Vans,BEV,2021,sales,28000
Korea,Historical,EV sales share,Buses,EV,2021,percent,1.7000000476837158
Korea,Historical,EV stock share,Buses,EV,2021,percent,0.14000000059604645
Korea,Historical,EV stock share,Cars,EV,2021,percent,1.2000000476837158
Korea,Historical,EV stock share,Trucks,EV,2021,percent,1.7000000476837158
Korea,Historical,EV sales share,Vans,EV,2021,percent,12
Korea,Historical,EV sales share,Cars,EV,2021,percent,6.199999809265137
Korea,Historical,EV stock share,Vans,EV,2021,percent,2.200000047683716
Mexico,Historical,EV stock,Cars,BEV,2011,stock,3
Mexico,Historical,EV sales,Cars,BEV,2011,sales,3
Mexico,Historical,EV sales share,Cars,EV,2011,percent,0.00039000000106170774
Mexico,Historical,EV stock share,Cars,EV,2011,percent,0.00001700000029813964
Mexico,Historical,EV stock share,Cars,EV,2012,percent,0.0004900000058114529
Mexico,Historical,EV sales share,Cars,EV,2012,percent,0.010999999940395355
Mexico,Historical,EV sales,Cars,BEV,2012,sales,88
Mexico,Historical,EV stock,Cars,BEV,2012,stock,91
Mexico,Historical,EV stock,Cars,BEV,2013,stock,100
Mexico,Historical,EV sales,Cars,BEV,2013,sales,12
Mexico,Historical,EV sales share,Cars,EV,2013,percent,0.0013000000035390258
Mexico,Historical,EV stock share,Cars,EV,2013,percent,0.000539999979082495
Mexico,Historical,EV stock share,Cars,EV,2014,percent,0.0007600000244565308
Mexico,Historical,EV sales share,Cars,EV,2014,percent,0.004900000058114529
Mexico,Historical,EV sales,Cars,BEV,2014,sales,48
Mexico,Historical,EV stock,Cars,BEV,2014,stock,150
Mexico,Historical,EV stock,Cars,BEV,2015,stock,240
Mexico,Historical,EV sales,Cars,BEV,2015,sales,92
Mexico,Historical,EV sales,Cars,PHEV,2015,sales,7
Mexico,Historical,EV stock,Cars,PHEV,2015,stock,7
Mexico,Historical,EV sales share,Cars,EV,2015,percent,0.008500000461935997
Mexico,Historical,EV stock share,Cars,EV,2015,percent,0.0012000000569969416
Mexico,Historical,EV stock share,Cars,EV,2016,percent,0.004800000227987766
Mexico,Historical,EV sales share,Cars,EV,2016,percent,0.0560000017285347
Mexico,Historical,EV stock,Cars,PHEV,2016,stock,530
Mexico,Historical,EV sales,Cars,PHEV,2016,sales,520
Mexico,Historical,EV sales,Cars,BEV,2016,sales,250
Mexico,Historical,EV stock,Cars,BEV,2016,stock,500
Mexico,Historical,EV charging points,EV,Publicly available slow,2016,charging points,56
Mexico,Historical,EV charging points,EV,Publicly available fast,2017,charging points,19
Mexico,Historical,EV charging points,EV,Publicly available slow,2017,charging points,360
Mexico,Historical,EV stock,Cars,BEV,2017,stock,730
Mexico,Historical,EV sales,Cars,BEV,2017,sales,230
Mexico,Historical,EV sales,Cars,PHEV,2017,sales,970
Mexico,Historical,EV stock,Cars,PHEV,2017,stock,1500
Mexico,Historical,EV sales share,Cars,EV,2017,percent,0.09000000357627869
Mexico,Historical,EV stock share,Cars,EV,2017,percent,0.009999999776482582
Mexico,Historical,EV stock share,Cars,EV,2018,percent,0.01899999938905239
Mexico,Historical,EV sales share,Cars,EV,2018,percent,0.14000000059604645
Mexico,Historical,EV stock,Cars,PHEV,2018,stock,3100
Mexico,Historical,EV sales,Cars,PHEV,2018,sales,1600
Mexico,Historical,EV sales,Cars,BEV,2018,sales,200
Mexico,Historical,EV stock,Cars,BEV,2018,stock,930
Mexico,Historical,EV charging points,EV,Publicly available fast,2018,charging points,30
Mexico,Historical,EV charging points,EV,Publicly available slow,2018,charging points,850
Mexico,Historical,EV charging points,EV,Publicly available fast,2019,charging points,46
Mexico,Historical,EV charging points,EV,Publicly available slow,2019,charging points,980
Mexico,Historical,EV stock,Cars,BEV,2019,stock,1200
Mexico,Historical,EV sales,Cars,BEV,2019,sales,270
Mexico,Historical,EV sales,Cars,PHEV,2019,sales,450
Mexico,Historical,EV stock,Cars,PHEV,2019,stock,3500
Mexico,Historical,EV sales share,Cars,EV,2019,percent,0.06300000101327896
Mexico,Historical,EV stock share,Cars,EV,2019,percent,0.023000000044703484
Mexico,Historical,EV stock share,Cars,EV,2020,percent,0.035999998450279236
Mexico,Historical,EV sales share,Cars,EV,2020,percent,0.3100000023841858
Mexico,Historical,EV stock,Cars,PHEV,2020,stock,4100
Mexico,Historical,EV sales,Cars,PHEV,2020,sales,610
Mexico,Historical,EV sales,Cars,BEV,2020,sales,1900
Mexico,Historical,EV stock,Cars,BEV,2020,stock,3100
Mexico,Historical,EV charging points,EV,Publicly available fast,2020,charging points,79
Mexico,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1200
Mexico,Historical,EV charging points,EV,Publicly available fast,2021,charging points,92
Mexico,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1200
Mexico,Historical,EV stock,Cars,BEV,2021,stock,6400
Mexico,Historical,EV sales,Cars,BEV,2021,sales,3300
Mexico,Historical,EV sales,Cars,PHEV,2021,sales,1000
Mexico,Historical,EV stock,Cars,PHEV,2021,stock,5100
Mexico,Historical,EV sales share,Cars,EV,2021,percent,0.5
Mexico,Historical,EV stock share,Cars,EV,2021,percent,0.05700000002980232
Netherlands,Historical,EV sales share,Buses,EV,2010,percent,0.28999999165534973
Netherlands,Historical,EV stock share,Buses,EV,2010,percent,0.25999999046325684
Netherlands,Historical,EV sales share,Trucks,EV,2010,percent,0.032999999821186066
Netherlands,Historical,EV stock share,Trucks,EV,2010,percent,0.014000000432133675
Netherlands,Historical,EV stock,Cars,BEV,2010,stock,270
Netherlands,Historical,EV stock,Cars,PHEV,2010,stock,11
Netherlands,Historical,EV stock share,Cars,EV,2010,percent,0.003700000001117587
Netherlands,Historical,EV sales share,Cars,EV,2010,percent,0.02500000037252903
Netherlands,Historical,EV sales share,Vans,EV,2010,percent,0.07999999821186066
Netherlands,Historical,EV stock share,Vans,EV,2010,percent,0.009999999776482582
Netherlands,Historical,EV sales,Cars,BEV,2010,sales,120
Netherlands,Historical,EV stock,Vans,BEV,2010,stock,86
Netherlands,Historical,EV sales,Buses,BEV,2010,sales,3
Netherlands,Historical,EV stock,Buses,BEV,2010,stock,30
Netherlands,Historical,EV sales,Trucks,BEV,2010,sales,3
Netherlands,Historical,EV stock,Trucks,BEV,2010,stock,23
